chateau-graulet-2014	1	Occasions :	Petit repas entre amis		
chateau-graulet-2014	2	Température de service	16-18°		
chateau-graulet-2014	3	Potentiel de garde	A déguster jusqu'en 2022.		
chateau-graulet-2014	4	Oeil :	Une belle couleur noire.		
chateau-graulet-2014	5	Nez :	Un bouquet riche et intense de fruits noirs mûrs, de violette, agrémenté de nuances florales et 'dun boisé bien fondu.		
chateau-graulet-2014	6	Bouche :	Une bouche puissante et ample dès l'attaque puis déploie de la rondeur soutenus par des tanins charnus.		
domaine-morand-2015	1	Occasions :	Pépite du terroir		
domaine-morand-2015	2	Température de service	Servir à 8-10°		
domaine-morand-2015	3	Potentiel de garde	À déguster dès maintenant et jusqu'en 2018.		
domaine-morand-2015	4	Oeil :	Robe jaune pâle à reflets verts.		
domaine-morand-2015	5	Nez :	C'est la plaisir de découvrir des arômes de fruits exotiques, de fleurs blanches, de miel qui offrent à ce vin un caractère particulier.		
domaine-morand-2015	6	Bouche :	Fraicheur et onctuosité dont la puissance s'équilibre à la rondeur et la finesse du Chardonnay.		
mon-seul-reve	1	Occasions :	Chic et pas cher		
mon-seul-reve	2	Température de service	16-18°		
mon-seul-reve	3	Potentiel de garde	A déguster jusqu'en 2022.		
mon-seul-reve	4	Oeil :	Rubis foncé.		
mon-seul-reve	5	Nez :	Notes de garrigues, thym et notes florales (violette, pivoine) et de fruits rouges mûrs.		
mon-seul-reve	6	Bouche :	Une attaque franche qui amène tout de suite une belle minéralité. Milieu de bouche soyeux, gourmand aux tanins bien enrobés.		
tasciaca	1	Température de service	Servir à 11-12°		
tasciaca	2	Potentiel de garde	À déguster dès maintenant et jusqu'en 2030.		
tasciaca	3	Oeil :	Robe jaune paille reflets dorés.		
tasciaca	4	Nez :	Le nez laisse éclater des notes d'anis, de fleur de sureau, de miel.		
tasciaca	5	Bouche :	En bouche, on retrouve des arômes d'abricot roti et de fruits secs légèrement grillés.		
lambrusco-doux-rose-andrea-berro	1	Occasions :	En famille, L'apéro c'est sacré		
lambrusco-doux-rose-andrea-berro	2	Température de service	12-14°C		
lambrusco-doux-rose-andrea-berro	3	Potentiel de garde	A déguster dès maitenant.		
mas-de-lunes	1	Occasions :	En famille		
mas-de-lunes	2	Température de service	16-18°		
mas-de-lunes	3	Potentiel de garde	À déguster jusqu'en 2020.		
mas-de-lunes	4	Oeil :	Rouge intense.		
mas-de-lunes	5	Nez :	Complexe de fruits rouges, d’épices et de garrigue.		
mas-de-lunes	6	Bouche :	Équilibre remarquable où l’on retrouve les arômes de fruits et d’épices. Structure soyeuse se prolongeant sur une finale mentholée.		
freixenet-cordon-negro	1	Occasions :	Petit repas entre amis		
freixenet-cordon-negro	2	Température de service	6-8°		
freixenet-cordon-negro	3	Potentiel de garde	Prêt à boire		
la-gioiosa	1	Occasions :	En famille		
la-gioiosa	2	Température de service	8-10°		
la-gioiosa	3	Potentiel de garde	Prêt à boire		
carpinius-tokaji-aszu-puttonyos	1	Occasions :	Diner en amoureux		
carpinius-tokaji-aszu-puttonyos	2	Température de service	10-12°		
carpinius-tokaji-aszu-puttonyos	3	Potentiel de garde	A déguster jusqu'en 2035.		
carpinius-tokaji-aszu-puttonyos	4	Oeil :	Limpide et brillant aux beaux reflets dorés.		
carpinius-tokaji-aszu-puttonyos	5	Nez :	Nez très aromatique qui exhale des notes de botrytis, d’abricot, de miel ainsi qu’une touche de sucre d’orge.		
carpinius-tokaji-aszu-puttonyos	6	Bouche :	Des saveurs de thé, d'abricot confit, d’agrumes confits (écorce d’orange) et de caramel. La finale est longue et persistante.		
defesa-do-esporao	1	Occasions :	Petit repas entre amis		
defesa-do-esporao	2	Température de service	16-17°		
defesa-do-esporao	3	Potentiel de garde	A déguster jusqu'en 2020.		
defesa-do-esporao	4	Oeil :	Clair, rubis intense.		
defesa-do-esporao	5	Nez :	Expressif, avec des notes de fleur d'oranger floral, de café léger, de prune mûre et de myrtille.		
defesa-do-esporao	6	Bouche :	Très frais avec une texture agréable, soutenue par des tannins denses, conduisant à une longue finale. Doux, riche et corsé, bien équilibré avec une belle fraîcheur en finale.		
gruner-vetliner-eiswein-2016	1	Occasions :	Pépite du terroir		
gruner-vetliner-eiswein-2016	2	Température de service	8-11°C		
gruner-vetliner-eiswein-2016	3	Potentiel de garde	A déguster dès maintenant et jusqu'en 2025.		
gruner-vetliner-eiswein-2016	4	Oeil :	Robe dorée.		
gruner-vetliner-eiswein-2016	5	Nez :	Nez de fruits confits et de coing.		
gruner-vetliner-eiswein-2016	6	Bouche :	Bouche onctueuse et fraiche.		
assobio-2015	1	Occasions :	Petit repas entre amis		
assobio-2015	2	Température de service	16-17°		
assobio-2015	3	Potentiel de garde	A déguster jusqu'en 2020.		
assobio-2015	4	Oeil :	Robe rouge avec des reflets violets.		
assobio-2015	5	Nez :	Arômes frais et intenses avec des fruits rouges.		
assobio-2015	6	Bouche :	Des tanins bien intégrés, une belle fraicheur, avec une finale longue et élégante.		
luma-grillo	1	Occasions :	L'apéro c'est sacré, Petit repas entre amis		
luma-grillo	2	Température de service	12-14°C		
luma-grillo	3	Potentiel de garde	A déguster jusqu'en 2018.		
luma-grillo	4	Oeil :	Vin d'une belle couleur jaune paille.		
luma-grillo	5	Nez :	Ce vin présente des arômes floraux avec des notes exotiques.		
luma-grillo	6	Bouche :	Vin sec et frais, légèrement tanique.		
chateau-bodrog-5-puttonyos-2013	1	Occasions :	Grande occasion		
chateau-bodrog-5-puttonyos-2013	2	Température de service	8-10°		
chateau-bodrog-5-puttonyos-2013	3	Potentiel de garde	A déguster jusqu'en 2020.		
chateau-bodrog-5-puttonyos-2013	4	Oeil :	Belle robe dorée lumineuse.		
chateau-bodrog-5-puttonyos-2013	5	Nez :	Très aromatique, floral, fruité et intense sur des arômes d’abricot, de miel et de fleurs blanches.		
chateau-bodrog-5-puttonyos-2013	6	Bouche :	La bouche est ample, équilibrée, fraîche avec du fruit de la passion, de l’abricot et des agrumes. D’une grande fraîcheur en bouche la finale est longue et fruitée.		
costa-nera-by-las-ninas-reserva-cabernet-sauvignon-2016	1	Occasions :	En famille		
costa-nera-by-las-ninas-reserva-cabernet-sauvignon-2016	2	Température de service	15-16°		
costa-nera-by-las-ninas-reserva-cabernet-sauvignon-2016	3	Potentiel de garde	Prêt à boire		
costa-nera-by-las-ninas-reserva-cabernet-sauvignon-2016	4	Oeil :	Robe brillante rubis profond.		
costa-nera-by-las-ninas-reserva-cabernet-sauvignon-2016	5	Nez :	Un nez frais avec des notes de prune et de cerise sur un fond d'eucalyptus et de tabac.		
costa-nera-by-las-ninas-reserva-cabernet-sauvignon-2016	6	Bouche :	Les tanins sont élégants avec une finale longue et agréable.		
piccini-sasso-al-poggio-2012	1	Occasions :	Pépite du terroir		
piccini-sasso-al-poggio-2012	2	Température de service	16-18°		
piccini-sasso-al-poggio-2012	3	Potentiel de garde	A déguster jusqu'en 2022.		
piccini-sasso-al-poggio-2012	4	Oeil :	Belle robe profonde.		
