1742-chateau-beychevelle-2014	|archives ventes	Château Beychevelle 2014	https://grandsvins-prives.com/1742-chateau-beychevelle-2014.html	 Le Château Beychevelle 2014 présente une robe rouge grenat assez brillante aux reflets violets. Le nez est très expressif  de fruits noirs mais aussi de notes de vanille, de boisé et d'épices. La bouche est fine et élégante , démontrant une belle  maturité . D'un velouté superbe en attaque, le vin dévoile par la suite toute sa puissance aromatique et une concentration digne des plus grands millésimes . Ce Cru Classé de Saint-Julien accompagnera à merveille du pigeonneau rôti. Le Château Beychevelle fait partie des plus prestigieux Crus Classés du Médoc . Du fait de son architecture classique des plus élégantes et de sa situation géographique au bord de la Gironde, Beychevelle a toujours été convoité par de puissantes familles de Bordeaux. Jean-Louis Nogaret de la Valett e, duc d'Epernon et homme tout puissant, exigeait selon la légende que chaque navire passant devant le château se devait de baisser ses voiles en signe d'allégeance. C'est de cette légende que vient son nom de Beychevelle signifiant Baisse-Voile, ainsi que l'emblème du château étant un navire à proue de griffon (gardien du cratère du vin de Dionysos). Le Château Beychevelle est, aujourd'hui, la propriété de Grands Millésimes de France (Groupe Castel et Suntory). C'est un cadre unique pour l'organisation de manifestations de prestige. Finesse, distinction, classe naturelle, sans épate, grande longueur, difficile de ne pas aimer.     The Château Beychevelle 2014 is a blend of 39% Cabernet Sauvignon, 51% Merlot, 5% Petit Verdot and 5% Cabernet Franc. You might notice the high percentage of Merlot. This is because of the flowering, decisions made during blending and the low yield of the Cabernet Sauvignon. It was cropped at 38 hectoliters per hectare between 25 September and 14 October during what the estate recorded as the driest September since 1961. That Merlot governs the aromatics here, the fruit clearly towards the red side of the fruit spectrum: cranberry and wild strawberry, almost Right Bank in style. The palate is ripe and fleshy, nicely defined with tensile tannins. I appreciate the nascent harmony here, with fine precision and a long sustained finish with fine salinity. You could argue that pinning your hopes on Merlot when so many others proselytize Cabernet Sauvignon was a risk however, in this showing it was a risk that was worth taking. Pomerol does Saint Julien perhaps? It seems to work on what may be the most seductive Beychevelle for years. Drink: 2019 - 2032 Well-packed, with plum cake, bramble, blueberry patch and anise notes, all allied to a graphite edge on the finish. Racy acidity underscores everything. Rock-solid.—J.M.      Fine florality and black fruits on the nose then classy and classic St-Julien flavours. Has fleshed out a bit from the past – an attractively elegant, well-expressed wine. Drink: 2019-2030 Roger Voss      Tiefes Purpur, satt in der Mitte, Granatschimmer am Rand. Schönes Cassis- und Maulbeerenbouquet, dies mit einer schönen Tiefe anzeigend. Im Gaumen mit Black Currant und eine ziemlich tolle Konzentration zeigend. Selten hat mich ein Beychevelle beim Primeur so überzeugt. Für mich ist dieser mindestens so gut wie seine eigenen Jahrgänge 2009 und 2010! 17/20 2020 – 2042	https://grandsvins-prives.com/9453-large_default/chateau-beychevelle-2014.jpg	
3724-merlot-du-chateau-sainte-barbe-2014	|nos vins en ventes privées|toutes nos ventes privées	Merlot Du Château Sainte Barbe 2014	https://grandsvins-prives.com/toutes-nos-ventes-privees/3724-merlot-du-chateau-sainte-barbe-2014.html	 Le Merlot de Château Sainte Barbe 2014 révèle une robe intense de couleur rubis. Le nez qui apparaît complexe dès le premier abord dévoile des touches friandes de fruits rouges frais comme la fraise et la framboise. La mise en bouche est séduisante, sur des notes épicées et poivrées qui apportent caractère et structure . En finale, nous découvrons des tanins tendres et bien construits. Le Château Sainte Barbe est une chartreuse construite en 1760 à la demande de Jean-Baptiste Lynch. Déjà propriétaire des châteaux Lynch-Bages et Lynch Moussas, à Pauillac, il faut appel au célèbre architecte de l'époque : Victor Louis . Habitué des bâtiments de grande envergure, Victor Louis était, en effet, l'architecte du Grand Théâtre de Bordeaux. Il construit une chartreuse typique du style bordelais située sur la commune d'Ambès, près de Bordeaux, et donnant vue sur la Garonne. En 1849, la propriété est transmise à la famille Maingard. Cette famille a permis au vignoble de résister pendant la crise du phylloxéra qui dévasta le vignoble bordelais hormis quelques exceptions dont le Château de Saint Barbe. Le 23 décembre 1996, le Château de Sainte Barbe est classé monument historique . Cette décision est la conséquence d'un travail acharné des générations précédentes pour garder la propriété en état. Puis en avril 2000, la famille Touton se porte acquéreur du château. De nombreux aménagements sont alors réalisés afin de continuer à produire des vins de grande qualité jusqu'à la revente du domaine en 2013. La famille De Gaye devient alors propriétaire des lieux, en plus de deux vignobles à Pomerol et à Saint-Emilion.       	https://grandsvins-prives.com/9534-large_default/merlot-du-chateau-sainte-barbe-2014.jpg	
2123-marc-parce-banyuls-2014	|archives ventes	Marc Parcé - Banyuls 2014	https://grandsvins-prives.com/2123-marc-parce-banyuls-2014.html	 Le Banyuls 2014 de Marc Parcé présente une belle robe profonde d'un rouge grenat . Le nez offre un bouquet exhubérant de fruits rouges comme la framboise , et de fruits noirs comme le cassis . La bouche est équilibrée entre une superbe rondeur qui emplit le palais et une puissance aromatique saisissante. Un vin à associer avec le chocolat, grand classique. Si vous vous sentez plus audacieux, accompagnez-le d'un fromage bleu comme le roquefort ou le gorgonzola. La famille Parcé est une famille originaire du Roussillon , et plus précisemment de Banyuls . Marc et Thierry ont hérité de sept hectares de vignes plantées sur la commune de Banyuls . C'est en 1984 , après plusieurs années de production en cave coopérative, que les frères décident de produire en leur nom propre. Trois familles Parcé différentes oeuvrent dans trois maisons autonomes. La principale, véritable fleuron du Roussillon, La Rectorie , est dirigée par Thierry Parcé et son fils depuis 1984. Les Vins Parcé-Frères est une enseigne commerciale et une gamme de vins de différentes appellations distribuée par Marc Parcé depuis 2010. Marc Parcé est une des personnalités emblématiques du Roussillon : copropriétaire du Domaine de la Rectorie et de la Préceptorie, président de l’appellation Collioure et porte-drapeau des grands vins du Sud. Le Rivesaltes 18 ans a été élaboré sur le terroir d’ Estagel qui se caractérise par des sols de schistes.  	https://grandsvins-prives.com/9321-large_default/marc-parce-banyuls-2014.jpg	
2061-chateau-leret-monpezat-2012	|archives ventes	Château Leret Monpezat 2012	https://grandsvins-prives.com/2061-chateau-leret-monpezat-2012.html	 Le Château Leret Monpezat est un vin riche à la couleur riche et d'une très grande intensité . En bouche, les tanins sont présents et bien assouplis par un élevage maîtrisé en barriques neuves. On y trouve des notes de cassis , un bon volume. la finale possède une jolie longueur . Ce vin se dégustera sur des plats gastronomiques, de volaillee ou de gibier, ainsi que sur les fromages. C'est en 1965 que Jean-Baptiste de Monpezat se prend de passion pour la vigne. Il décide alors de replanter, suite aux ravages du Phylloxera,  la propriété familiale du cépage Auxerrois et de créer son propre vignoble sur le plateau de Leret . L'appellation Cahors passe en 1971 en Appellation d'Origine Contrôlée . Le domaine occupe l'essentiel d'un des plus grands méandres de la rivière. Entièrement replanté entre 1965 et 1975 , le vignoble se compose majoritairement de Malbec et des deux cépages complémentaires : le Merlot et le Tannat . Toutes les techniques des grands crus sont appliquées à la propriété: effeuillage, vendange en vert, longue maturation, barriques neuves.	https://grandsvins-prives.com/7682-large_default/chateau-leret-monpezat-2012.jpg	
3725-chateau-sainte-barbe-2012	|nos vins en ventes privées|toutes nos ventes privées	Château Sainte Barbe 2012	https://grandsvins-prives.com/toutes-nos-ventes-privees/3725-chateau-sainte-barbe-2012.html	 Château Sainte Barbe 2012 est un vin de partage. Mêlant structure et élégance ce millésime 2012 dévoile des saveurs profondes de fruits rouges relevés par une touche épicée. La bouche nous dévoile une somptueuse gourmandise où les fraises s'accordent idéalement bien à la touche cacaotée due au vieillissement. En finale, les tanins offre une pointe de cuir qui rend l'ensemble harmonieux. A boire dès maintenant sur une côte de boeuf Le Château Sainte Barbe est une chartreuse construite en 1760 à la demande de Jean-Baptiste Lynch, propriétaire de Lynch-Bages et Lynch Moussas, par le célèbre architecte de l'époque : Victor Louis . Habitué des bâtiments de grande envergure, Victor Louis était, en effet, l'architecte du Grand Théâtre de Bordeaux, il construit une chartreuse typique du style bordelais située sur la commune d'Ambès et donnant vue sur la Garonne. En 1849, la propriété est transmise d'abord à la famille Maingard. Cette famille a permis au vignoble de résister pendant la crise du phylloxéra qui dévasta le vignoble bordelais hormis quelques exceptions dont le Château de Saint Barbe. Le 23 décembre 1996, le Château de Sainte Barbe est classé monument historique . Cette décision est la conséquence d'un travail acharné des générations précédentes pour garder la propriété en état. Puis en avril 2000, la famille Touton se portera acquéreur du château. De nombreux aménagements sont alors réalisés afin de continuer à produire des vins de grande qualité jusqu'à la revente du domaine en 2013 à la famille De Gaye, propriétaire de deux vignobles à Pomerol et à Saint-Emilion.       	https://grandsvins-prives.com/9535-large_default/chateau-sainte-barbe-2012.jpg	
3727-chateau-sainte-barbe-2009	|nos vins en ventes privées|toutes nos ventes privées	Château Sainte Barbe 2009	https://grandsvins-prives.com/toutes-nos-ventes-privees/3727-chateau-sainte-barbe-2009.html	 Le Château Sainte Barbe 2009 témoigne d'un vieillissement réussi. Les notes de fruits noirs confits affirment la complexité de ce vin. Après une première aération de petites touches de réglisse apparaissent libérant une pointe d'amertume qui est vite adoucie par l'onctuosité des fruits rouges. La finale est épatante, nous y retrouvons des tanins équilibrés et vanillés. Le Château Sainte Barbe est une chartreuse construite en 1760 à la demande de Jean-Baptiste Lynch. Déjà propriétaire des châteaux Lynch-Bages et Lynch Moussas, à Pauillac, il faut appel au célèbre architecte de l'époque : Victor Louis . Habitué des bâtiments de grande envergure, Victor Louis était, en effet, l'architecte du Grand Théâtre de Bordeaux. Il construit une chartreuse typique du style bordelais située sur la commune d'Ambès, près de Bordeaux, et donnant vue sur la Garonne. En 1849, la propriété est transmise à la famille Maingard. Cette famille a permis au vignoble de résister pendant la crise du phylloxéra qui dévasta le vignoble bordelais hormis quelques exceptions dont le Château de Saint Barbe. Le 23 décembre 1996, le Château de Sainte Barbe est classé monument historique . Cette décision est la conséquence d'un travail acharné des générations précédentes pour garder la propriété en état. Puis en avril 2000, la famille Touton se porte acquéreur du château. De nombreux aménagements sont alors réalisés afin de continuer à produire des vins de grande qualité jusqu'à la revente du domaine en 2013. La famille De Gaye devient alors propriétaire des lieux, en plus de deux vignobles à Pomerol et à Saint-Emilion. 	https://grandsvins-prives.com/9537-large_default/chateau-sainte-barbe-2009.jpg	
3475-louis-jadot-gevrey-chambertin-2012	|les grands vins de notre cave|bourgogne	Louis Jadot - Gevrey Chambertin 2012	https://grandsvins-prives.com/3475-louis-jadot-gevrey-chambertin-2012.html	 Le Gevrey Chambertin 2012 de la Maison Louis Jadot nous offre une robe d'un rubis profond. On découvre au nez des notes complexes d'épices comme le poivre et la cannelle accompagnées d'une touche animale, signe d'un début d'évolution , qui apporte une belle structure aux arômes. La bouche s'ouvre sur des saveurs onctueuses et fruitées de mûres et de cerises confites agrémentées d'une agréable structure tanniques en finale. Louis Henry Denis Jadot fonde en 1859 la Maison Louis Jadot à Beaunes. Il développe rapidement son activité de négoce de vins sur les marchés du Nord de l'Europe. En 1900 son fils Louis Jean Baptiste lui succède et poursuit le développement de la Maison en achetant de nombreuses terres viticoles, dont le Corton Charlemagn e et le Chevalier Montrachet Les Demoiselles . Quelques années plus tard Louis Auguste Jadot rejoint l'entreprise . Il développe alors l'export vers l'Angleterre et les Etats-Unis, suite à sa rencontre avec  l'américain Rudy Kopf , fondateur de Kobrand Corporation . Au lendemain de sa mort en 1962, son adjoint, André Gagey lui succède à la tête de la Maison. En 1984, le fils d'André Gagey, Pierre-Henry, rejoint lui aussi la société. Mais c'est alors qu'en 1985, Madame Jadot décide, pour assurer le succès de la Maison Louis Jadot de vendre l'entreprise à la famille de Rudy Kopf. La Maison Louis Jadot contrôle aujourd'hui plusieurs centaines d'hectares en Côte d'Or, dans le Mâconnais, la Côte Chalonnaise et dans le Beaujolais. Actuellement et ce depuis 1992 André Gagey est toujours le Président de la Maison Louis Jadot	https://grandsvins-prives.com/8940-large_default/louis-jadot-gevrey-chambertin-2012.jpg	
3230-chateau-de-marsannay-rouge-gevrey-chambertin-1er-cru	|les grands vins de notre cave|bourgogne	Château De Marsannay – Gevrey-Chambertin 1Er Cru 2014	https://grandsvins-prives.com/3230-chateau-de-marsannay-rouge-gevrey-chambertin-1er-cru.html	 Le Gevrey-Chambertin 1er Cru 2014 du Château de Marsannay nous dévoile une robe rouge brillante . On découvre au nez des fruits croquants , tels que la fraise et la mûre. Dès la mise en bouche, le vin offre des notes soyeuses. Les tanins sont ronds et fondus . Une jolie structure et un bel équilibre. Idéal sur une pièce de boeuf. Le Château de Marsannay se trouve sur la commune de Marsannay en Bourgogne, aux portes de Dijon . Le domaine dispose d'une quarantaine d'hectares de vignes sur les meilleurs climats de la Bourgogne dont 28 hectares en appellation Marsannay et 8 sur des appellations Grands Crus, Premiers Crus et Villages. Le Château de Marsannay est fondé dans les années 1990 par André Boisseaux , alors repreneur de la société de négoce bourguignonne Patriarche Père & Fils . Plus tard en 2012, Oliver Halley, déjà propriétaire du Château de Meursault, devient propriétaire à son tour du Château de Marsannay. Il sera à l'origine de l' Association des Climats de Bourgogne classé au Patrimoine Mondial de l'Unesco. La famille Halley est aussi responsable des vignes du parc des Hospices de Dijon et profite de cette excellente situation, à l'entrée de la route des vins de Bourgogne. C'est d'ailleurs cette raison qui les pousse à être de plus en plus innovants et incontournables en matière d 'oenotourisme . De la simple visite à l'organisation de mariage, le Château de Marsannay peut répondre à toutes vos attentes.	https://grandsvins-prives.com/8163-large_default/chateau-de-marsannay-rouge-gevrey-chambertin-1er-cru.jpg	
2248-domaine-christian-moreau-pf-chablis-grand-cru-valmur-2013	|les grands vins de notre cave|bourgogne	Domaine Christian Moreau - Chablis Grand Cru Valmur 2013	https://grandsvins-prives.com/2248-domaine-christian-moreau-pf-chablis-grand-cru-valmur-2013.html	 Le Grand Cru Valmur 2013 est un vin plein de puissance , corpulent. Son terroir, dominé par l'argile, lui confère un aspect massif . La finale est plus fine et ciselée . Un vin à déguster sur un plat de viande blanche, sur un poisson ou un fromage (comté, chèvre). En 1814 , Jean Joseph Moreau crée la société J. Moreau et Fils, maison de négoce à Chablis . En 1974, la famille Moreau s'associe avec un groupe Canadien et revend dix ans plus tard ses parts. La société fait désormais partie du groupe Boisset, à Nuits-Saint-Georges. La famille Moreau , toujours active dans la direction du domaine et la production du vin, en est à sa sixième génération. Le Domaine Christian Moreau Père et Fils est donc actuellement dirigé et exploité par Fabien Moreau, diplômé d'oenologie.  Fines notes grillées très élégantes, puissance contenue mais perceptible, ampleur, richesse, superbe.	https://grandsvins-prives.com/8906-large_default/domaine-christian-moreau-pf-chablis-grand-cru-valmur-2013.jpg	
3726-chateau-sainte-barbe-2014	|nos vins en ventes privées|toutes nos ventes privées	Château Sainte Barbe 2014	https://grandsvins-prives.com/toutes-nos-ventes-privees/3726-chateau-sainte-barbe-2014.html	 Le Château Sainte Barbe 2014 est un vin de tous les jours. Gourmand et fruité , ce millésime 2014 dévoile des notes charmeuses de fruits rouges comme la framboise et des touches florales apportant douceur et fraîcheur. En bouche l'ensemble offre une pointe mentholée et les tanins sont bien construits. Le Château Sainte Barbe est une chartreuse construite en 1760 à la demande de Jean-Baptiste Lynch, propriétaire de Lynch-Bages et Lynch Moussas, par le célèbre architecte de l'époque : Victor Louis . Habitué des bâtiments de grande envergure, Victor Louis était, en effet, l'architecte du Grand Théâtre de Bordeaux, il construit une chartreuse typique du style bordelais située sur la commune d'Ambès et donnant vue sur la Garonne. En 1849, la propriété est transmise d'abord à la famille Maingard. Cette famille a permis au vignoble de résister pendant la crise du phylloxéra qui dévasta le vignoble bordelais hormis quelques exceptions dont le Château de Saint Barbe. Le 23 décembre 1996, le Château de Sainte Barbe est classé monument historique . Cette décision est la conséquence d'un travail acharné des générations précédentes pour garder la propriété en état. Puis en avril 2000, la famille Touton se portera acquéreur du château. De nombreux aménagements sont alors réalisés afin de continuer à produire des vins de grande qualité jusqu'à la revente du domaine en 2013 à la famille De Gaye, propriétaire de deux vignobles à Pomerol et à Saint-Emilion.     	https://grandsvins-prives.com/9536-large_default/chateau-sainte-barbe-2014.jpg	
