1742-chateau-beychevelle-2014	1	Assemblage	51% Merlot, 39% Cabernet Sauvignon, 5 % Cabernet Franc et 5% Petit Verdot		
1742-chateau-beychevelle-2014	2	SOL	graves garonnaises profondes		
1742-chateau-beychevelle-2014	3	âge des vignes	28 ans		
1742-chateau-beychevelle-2014	4	Vinification	traditionnelle		
1742-chateau-beychevelle-2014	5	élevage	50% bois neuf et 50% barriques d'un vin pendant 18 mois		
1742-chateau-beychevelle-2014	6	degré d'ALCOOL	14%		
1742-chateau-beychevelle-2014	7	appellation	Saint-Julien		
1742-chateau-beychevelle-2014	8	superficie du domaine	90ha		
3724-merlot-du-chateau-sainte-barbe-2014	1	Assemblage	100% Merlot		
3724-merlot-du-chateau-sainte-barbe-2014	2	SOL	Argile, Silice, Gravier		
3724-merlot-du-chateau-sainte-barbe-2014	3	élevage	10-11 mois sous bois		
3724-merlot-du-chateau-sainte-barbe-2014	4	degré d'ALCOOL	13.5%		
3724-merlot-du-chateau-sainte-barbe-2014	5	potentiel de garde	6 ans		
3724-merlot-du-chateau-sainte-barbe-2014	6	conseil de service	Servir à 16°		
3724-merlot-du-chateau-sainte-barbe-2014	7	appellation	Bordeaux		
2123-marc-parce-banyuls-2014	1	Assemblage	Grenache noir, Carignan		
2123-marc-parce-banyuls-2014	2	SOL	Schistes en décomposition sur les contreforts des Pyrénées		
2123-marc-parce-banyuls-2014	3	âge des vignes	40 ans		
2123-marc-parce-banyuls-2014	4	Vinification	Vendanges manuelles – vinifications en cuves inox avec maîtrise des températures – mutage par arrêt de la fermentation (ajout d'alcool neutre, puis macération de deux à trois semaines).		
2123-marc-parce-banyuls-2014	5	élevage	Elevage en cuves et en bouteilles.		
2123-marc-parce-banyuls-2014	6	degré d'ALCOOL	16.5%		
2123-marc-parce-banyuls-2014	7	potentiel de garde	2022		
2123-marc-parce-banyuls-2014	8	conseil de service	Servir à 10°C ou 12°C		
2123-marc-parce-banyuls-2014	9	appellation	Banyuls		
2061-chateau-leret-monpezat-2012	1	Assemblage	90% Malbec, 10% Merlot		
2061-chateau-leret-monpezat-2012	2	SOL	Argilo-calcaire avec des alluvions anciennes du tertiaire déposées sur un sous-sol pierreux		
