achat-vins-champagnes-spiritueux-promotion	Boutique PROMOS	1194	-	#	https://www.vinatis.com/achat-vins-champagnes-spiritueux-promotion	
achat-vin-canon-fronsac	Canon Fronsac	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-canon-fronsac	
achat-vin-allemagne	Vins d'Allemagne	7	-	|accueil|vin|vins du monde	https://www.vinatis.com/achat-vin-allemagne	
achat-vin-languedoc-roussillon-cotes-catalanes	Côtes catalanes	24	-	|accueil|vin|vin languedoc : la meilleure sélection du net au plus bas prix !|achats de vins du roussillon sur notre sélection de vins du languedoc-roussillon	https://www.vinatis.com/achat-vin-languedoc-roussillon-cotes-catalanes	
achat-vin-languedoc-roussillon-vins-du-roussillon	Tous nos vins du Roussillon	90	-	|accueil|vin|vin languedoc : la meilleure sélection du net au plus bas prix !	https://www.vinatis.com/achat-vin-languedoc-roussillon-vins-du-roussillon	
achat-vin-petites-productions-rares-a-la-vente	LES VINS RARES A LA VENTE	82	-	|accueil|vin	https://www.vinatis.com/achat-vin-petites-productions-rares-a-la-vente	
achat-vin-pays-d-oc	Pays d'Oc IGP	33	-	|accueil|vin	https://www.vinatis.com/achat-vin-pays-d-oc	
achat-spiritueux-whiskey-bourbon-rye	Ma selection	5	-	|accueil|spiritueux|tous les whiskys	https://www.vinatis.com/achat-spiritueux-whiskey-bourbon-rye	
achat-vin-pouilly-fume	Pouilly-Fumé	12	-	|accueil|vin|autres régions	https://www.vinatis.com/achat-vin-pouilly-fume	
achat-vin-cotes-de-bourg	Côtes de Bourg	7	-	|accueil|vin	https://www.vinatis.com/achat-vin-cotes-de-bourg	
achat-spiritueux-whisky-single-malt	Ma selection	60	-	|accueil|spiritueux|tous les whiskys	https://www.vinatis.com/achat-spiritueux-whisky-single-malt	
achat-vin-maury	Maury	11	-	|accueil|vin	https://www.vinatis.com/achat-vin-maury	
achat-vin-cotes-du-roussillon-villages	Côtes du Roussillon Villages	23	-	|accueil|vin	https://www.vinatis.com/achat-vin-cotes-du-roussillon-villages	
achat-vin-allobroges-igp	Allobroges IGP	5	-	|accueil|vin	https://www.vinatis.com/achat-vin-allobroges-igp	
achat-vin-mediterranee	Méditerranée 	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-mediterranee	
achat-vin-grande-cave-medoc	Médoc	9	-	|accueil|achat vins en ligne au meilleur prix : rdv dans la grande cave !	https://www.vinatis.com/achat-vin-grande-cave-medoc	
achat-vin-roussette-de-savoie	Roussette de Savoie	5	-	|accueil|vin	https://www.vinatis.com/achat-vin-roussette-de-savoie	
achat-vin-corse	Le meilleur de la Corse	12	-	|accueil|vin|autres régions	https://www.vinatis.com/achat-vin-corse	
achat-vin-clos-de-vougeot	Clos de Vougeot	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-clos-de-vougeot	
achat-vin-patrimonio	Patrimonio	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-patrimonio	
achat-vin-nuits-saint-georges	Nuits-saint-georges	9	-	|accueil|vin	https://www.vinatis.com/achat-vin-nuits-saint-georges	
achat-vin-cotes-de-gascogne	Côtes de Gascogne	30	-	|accueil|vin	https://www.vinatis.com/achat-vin-cotes-de-gascogne	
achat-vin-ile-de-beaute	Île de Beauté 	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-ile-de-beaute	
achat-vin-loire-anjou	Ma selection	13	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-anjou	
achat-vin-bourgogne-meursault-1er-cru	Meursault	11	-	|accueil|vin|vins de bourgogne	https://www.vinatis.com/achat-vin-bourgogne-meursault-1er-cru	
achat-vin-alpilles	Alpilles	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-alpilles	
achat-vin-loire	Achat Vins de Loire	95	-	|accueil|vin|autres régions	https://www.vinatis.com/achat-vin-loire	
achat-vin-comte-tolosan	Comté Tolosan 	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-comte-tolosan	
achat-vin-mercurey	Mercurey	9	-	|accueil|vin	https://www.vinatis.com/achat-vin-mercurey	
achat-vin-bourgogne-cote-de-beaune	Les vins de Bourgogne de la Côte de Beaune	153	-	|accueil|vin|vins de bourgogne	https://www.vinatis.com/achat-vin-bourgogne-cote-de-beaune	
achat-vin-castillon-cote-de-bordeaux	Castillon Côtes de Bordeaux 	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-castillon-cote-de-bordeaux	
achat-vin-charmes-chambertin	Charmes-Chambertin	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-charmes-chambertin	
achat-vin-loire-val-de-loire	Ma selection	6	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-val-de-loire	
achat-vin-saumur-aoc	Saumur	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-saumur-aoc	
achat-vin-menetou-salon	Menetou-Salon	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-menetou-salon	
achat-vin-saumur-champigny	Saumur-Champigny	14	-	|accueil|vin	https://www.vinatis.com/achat-vin-saumur-champigny	
achat-vin-var	Var	11	-	|accueil|vin	https://www.vinatis.com/achat-vin-var	
achat-vin-volnay	Volnay	8	-	|accueil|vin	https://www.vinatis.com/achat-vin-volnay	
achat-vin-pernand-vergelesses	Pernand-Vergelesses	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-pernand-vergelesses	
achat-vin-pacherenc-du-vic-bilh	Pacherenc du Vic Bilh	4	-	|accueil|vin	https://www.vinatis.com/achat-vin-pacherenc-du-vic-bilh	
achat-vin-quincy	Quincy	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-quincy	
achat-vin-loire-pouilly-fume	Les appellations phares de la Loire : Pouilly-Fumé	12	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-pouilly-fume	
achat-vin-pouilly-sur-loire	Pouilly-sur-Loire	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-pouilly-sur-loire	
achat-vin-puligny-montrachet	Puligny Montrachet	7	-	|accueil|vin	https://www.vinatis.com/achat-vin-puligny-montrachet	
achat-vin-savennieres	Savennières	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-savennieres	
achat-vin-chassagne-montrachet	Chassagne-montrachet	14	-	|accueil|vin	https://www.vinatis.com/achat-vin-chassagne-montrachet	
achat-vin-pouilly-vinzelles	Pouilly-Vinzelles	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-pouilly-vinzelles	
achat-vin-fronton	Fronton	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-fronton	
achat-vin-loire-touraine	Touraine	5	-	|accueil|vin	https://www.vinatis.com/achat-vin-loire-touraine	
achat-vin-loire-grands-crus	Grands Vins de Loire	21	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-grands-crus	
achat-vin-loire-effervescent	Vins de Loire effervescents	4	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-effervescent	
achat-vin-loire-moelleux-sucre	Vins de Loire moelleux et sucrés	6	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-moelleux-sucre	
achat-vin-loire-rouge-fruite	LOIRE ROUGES FRUITES	18	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-rouge-fruite	
achat-vin-loire-menetou-salon	Les appellations phares de la Loire : Menetou-Salon	2	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-menetou-salon	
achat-vin-muscadet-sevre-et-maine	Muscadet-sèvre-et-maine	2	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-muscadet-sevre-et-maine	
achat-vin-loire-bio	VINS DE LOIRE 100% BIO	11	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-bio	
achat-vin-loire-muscadet	Les appellations phares de la Loire : Muscadet	2	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-muscadet	
achat-vin-loire-blancs-sec-fruite	Vins de Loire secs et fruités	34	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-blancs-sec-fruite	
achat-vin-jurancon	Jurançon	4	-	|accueil|vin	https://www.vinatis.com/achat-vin-jurancon	
achat-vin-vouvray	Vouvray	5	-	|accueil|vin	https://www.vinatis.com/achat-vin-vouvray	
achat-vin-reuilly	Reuilly 	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-reuilly	
achat-vin-loire-montlouis-sur-loire	Ma selection	1	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-montlouis-sur-loire	
achat-vin-loire-quart-de-chaume	Ma selection	2	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-quart-de-chaume	
achat-vin-chorey-les-beaunes	Chorey-lès-Beaune 	#	-	|accueil|vin	https://www.vinatis.com/achat-vin-chorey-les-beaunes	
achat-vin-loire-st-nicolas-bourgueil	Les appellations phares de la Loire : St Nicolas de Bourgueil	9	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-st-nicolas-bourgueil	
achat-vin-coteaux-du-layon	Coteaux-du-layon	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-coteaux-du-layon	
achat-vin-loire-coteau-du-layon	Les appellations phares de la Loire : Coteau du Layon	3	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-coteau-du-layon	
achat-vin-cremant-de-bourgogne	Crémant de Bourgogne	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-cremant-de-bourgogne	
achat-vin-loire-coups-coeur	100% Coups de coeur Loire	27	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-coups-coeur	
achat-vin-loire-nouveautes	Nouveautés en vins de Loire	69	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-nouveautes	
achat-vin-loire-destockage	Destockage et fins de lots Loire	#	-	|accueil|promotion vins champagnes spiriteux|destockage et fins de lots	https://www.vinatis.com/achat-vin-loire-destockage	
achat-vin-loire-top-20	Le TOP 20 des ventes en Loire à moins de 10 €	20	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-top-20	
achat-vin-arbois	Arbois	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-arbois	
achat-vin-loire-medaille-or	100% Loire Médaillés d'OR à moins de 20 €	8	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-medaille-or	
achat-vin-loire-hachette	Les meilleurs vins de Loire récompensés par le Guide HACHETTE	13	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-hachette	
achat-vin-loire-meilleures-ventes	TOP MEILLEURES VENTES LOIRE	10	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-meilleures-ventes	
achat-vin-loire-plus-fortes-promos	LES PLUS FORTES PROMOS DE LA LOIRE	18	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-plus-fortes-promos	
achat-vin-rivesaltes	Rivesaltes	8	-	|accueil|vin	https://www.vinatis.com/achat-vin-rivesaltes	
achat-vin-corton-charlemagne	Corton-Charlemagne	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-corton-charlemagne	
achat-vin-chevalier-montrachet	Chevalier-Montrachet	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-chevalier-montrachet	
achat-vin-anjou	Anjou	12	-	|accueil|vin	https://www.vinatis.com/achat-vin-anjou	
achat-vin-fleurie	Fleurie	6	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-fleurie	
achat-vin-cabernet-d-anjou	Cabernet d'Anjou	#	-	|accueil|vin	https://www.vinatis.com/achat-vin-cabernet-d-anjou	
achat-spiritueux-eaux-de-vie	Toutes nos eaux-de-vie	3	-	|accueil|spiritueux	https://www.vinatis.com/achat-spiritueux-eaux-de-vie	
achat-vin-corse-figari	Figari	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-corse-figari	
achat-vin-rose-cotes-de-provence	Tous les Côtes de Provences Rosés	48	-	|accueil|vin|vin roses	https://www.vinatis.com/achat-vin-rose-cotes-de-provence	
achat-vin-beaujolais	Achat Vins Beaujolais	55	-	|accueil|vin|autres régions	https://www.vinatis.com/achat-vin-beaujolais	
achat-vin-beaujolais-bio	Vins du Beaujolais : 100% BIO	3	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-bio	
achat-vin-moulin-a-vent	Moulin-à-vent	8	-	|accueil|vin	https://www.vinatis.com/achat-vin-moulin-a-vent	
achat-vin-beaujolais-villages	100% Beaujolais Villages	8	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-villages	
achat-vin-beaujolais-robert-parker	Vins du Beaujolais : 100% meilleures notes Robert Parker	20	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-robert-parker	
achat-vin-coups-de-coeur-sommeliers	Vin du Beaujolais : les coups de coeur de nos sommeliers	4	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-coups-de-coeur-sommeliers	
beaujolais-nouveau	Beaujolais nouveau	2	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/beaujolais-nouveau	
achat-vin-beaujolais-coups-coeur-clients	Vins du Beaujolais : les coups de coeur de nos clients	5	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-coups-coeur-clients	
achat-vin-beaujolais-magnums-jeroboams	Vins du Beaujolais : tous les Magnums et les Jéroboams	8	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-magnums-jeroboams	
achat-vin-beaujolais-domaines-incontournables	Domaine incontournables du Beaujolais	12	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-domaines-incontournables	
achat-vin-beaujolais-nouveautes	Nouveautés : les vins du Beaujolais	54	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-nouveautes	
achat-vin-chenas	Chénas 	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-chenas	
achat-vin-beaujolais-destokage-et-fins-de-lots	Déstockage et Fins de lots de vins du Beaujolais	#	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-destokage-et-fins-de-lots	
achat-vin-beaujolais-moins-dix-euros	Sélection vins du Beaujolais à -10€	12	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-moins-dix-euros	
achat-vin-saint-amour	Saint-Amour 	4	-	|accueil|vin	https://www.vinatis.com/achat-vin-saint-amour	
achat-vin-beaujolais-meilleures-ventes	TOP Meilleures Ventes de vins du Beaujolais	10	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-meilleures-ventes	
achat-vin-beaujolais-les-plus-fortes-promotions	Les plus fortes promotions de vins du Beaujolais	29	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-beaujolais-les-plus-fortes-promotions	
achat-vin-brouilly	Brouilly 	5	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-brouilly	
achat-vin-bourgogne-aloxe-corton	Les vins de l'appellation Aloxe-Corton	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-bourgogne-aloxe-corton	
achat-vin-bourgogne-aligote	Bourgogne aligoté	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-bourgogne-aligote	
achat-vin-grande-cave-crus-bourgeois	CRUS BOURGEOIS	13	-	|accueil|achat vins en ligne au meilleur prix : rdv dans la grande cave !	https://www.vinatis.com/achat-vin-grande-cave-crus-bourgeois	
achat-vin-listrac-medoc	Listrac-Médoc	8	-	|accueil|vin	https://www.vinatis.com/achat-vin-listrac-medoc	
achat-vin-moulis-en-medoc	Mouis-en-Médoc	7	-	|accueil|vin	https://www.vinatis.com/achat-vin-moulis-en-medoc	
achat-spiritueux-whisky-tourbe	Whisky tourbé	25	-	|accueil|spiritueux|tous les whiskys	https://www.vinatis.com/achat-spiritueux-whisky-tourbe	
achat-spiritueux-scotch-whisky-ecossais	Whisky écossais	76	-	|accueil|spiritueux|tous les whiskys	https://www.vinatis.com/achat-spiritueux-scotch-whisky-ecossais	
achat-bieres-artisanales-craft-beers	100% Craft Beers / Brasseries artisanales	53	-	|accueil|achat de bières au meilleur prix du net sur vinatis.com	https://www.vinatis.com/achat-bieres-artisanales-craft-beers	
achat-spiritueux-whisky-blended	Ma selection	33	-	|accueil|spiritueux	https://www.vinatis.com/achat-spiritueux-whisky-blended	
achat-whisky-jura	Whisky de la distillerie de Jura	5	-	|accueil|spiritueux	https://www.vinatis.com/achat-whisky-jura	
achat-spiritueux-whiskey-irlandais	Whiskey irlandais	9	-	|accueil|spiritueux|tous les whiskys	https://www.vinatis.com/achat-spiritueux-whiskey-irlandais	
achat-bieres-artisanales-craft-beer-pack-panaches	Les CRAFT BEERS en packs panachés	2	-	#	https://www.vinatis.com/achat-bieres-artisanales-craft-beer-pack-panaches	
achat-bieres-artisanales-craft-beer-grandes-bouteilles	Les CRAFT BEERS en grandes bouteilles	19	-	#	https://www.vinatis.com/achat-bieres-artisanales-craft-beer-grandes-bouteilles	
achat-bieres-artisanales-craft-beer-petites-bouteilles	Les CRAFT BEERS en petites bouteilles	24	-	#	https://www.vinatis.com/achat-bieres-artisanales-craft-beer-petites-bouteilles	
achat-spiritueux-whisky-prestige	Whiskies de prestige	6	-	|accueil|spiritueux|tous les whiskys	https://www.vinatis.com/achat-spiritueux-whisky-prestige	
achat-vin-bresil	Vins du Brésil	#	-	|accueil|vin|vins du monde	https://www.vinatis.com/achat-vin-bresil	
achat-vin-saint-chinian	Saint-Chinian	8	-	|accueil|vin	https://www.vinatis.com/achat-vin-saint-chinian	
achat-vin-terrasses-du-larzac	Terrasses du Larzac	#	-	|accueil|vin	https://www.vinatis.com/achat-vin-terrasses-du-larzac	
achat-vin-pouilly-fuisse	Pouilly-Fuissé	13	-	|accueil|vin	https://www.vinatis.com/achat-vin-pouilly-fuisse	
achat-vin-loire-sancerre	Les appellations phares de la Loire : Sancerre	8	-	|accueil|vin|autres régions|loire	https://www.vinatis.com/achat-vin-loire-sancerre	
achat-vin-morgon	Morgon	10	-	|accueil|vin|autres régions|beaujolais	https://www.vinatis.com/achat-vin-morgon	
achat-vin-pic-saint-loup	Les vins du Pic Saint-Loup: l'appellation qui n'en finit pas de monter !	14	-	|accueil|vin	https://www.vinatis.com/achat-vin-pic-saint-loup	
achat-vin-languedoc-roussillon-terrasses-du-larzac	Routes des vins du Languedoc-Roussillon : les Terrasses du Larzac	#	-	|accueil|vin|vin languedoc : la meilleure sélection du net au plus bas prix !|achat vins du languedoc sur notre sélection de vins du languedoc roussillon	https://www.vinatis.com/achat-vin-languedoc-roussillon-terrasses-du-larzac	
achat-vin-minervois	Minervois	5	-	|accueil|vin	https://www.vinatis.com/achat-vin-minervois	
achat-vin-languedoc-roussillon-vins-du-languedoc	Tous nos vins du Languedoc	137	-	|accueil|vin|vin languedoc : la meilleure sélection du net au plus bas prix !	https://www.vinatis.com/achat-vin-languedoc-roussillon-vins-du-languedoc	
achat-vin-collioure	Collioure	6	-	|accueil|vin	https://www.vinatis.com/achat-vin-collioure	
achat-vin-banyuls	Banyuls	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-banyuls	
achat-vin-entre-deux-mers	Entre-deux-Mers	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-entre-deux-mers	
achat-vin-vaucluse	Vaucluse 	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-vaucluse	
achat-vin-rully	Rully	3	-	|accueil|vin	https://www.vinatis.com/achat-vin-rully	
achat-vin-vire-clesse	Viré-Clessé 	1	-	|accueil|vin	https://www.vinatis.com/achat-vin-vire-clesse	
achat-vin-macon	Mâcon	7	-	|accueil|vin	https://www.vinatis.com/achat-vin-macon	
achat-vin-palette	Palette	2	-	|accueil|vin	https://www.vinatis.com/achat-vin-palette	
achat-bieres-noel	Bières de Noël	3	-	|accueil|achat de bières au meilleur prix du net sur vinatis.com	https://www.vinatis.com/achat-bieres-noel	
achat-vin-savoie	Vins de Savoie	27	-	|accueil|vin|autres régions	https://www.vinatis.com/achat-vin-savoie	
achat-vin-suisse	Vin Suisse	5	-	|accueil|vin|vins du monde	https://www.vinatis.com/achat-vin-suisse	
achat-vin-rhone-cote-rotie?slide=1330	Les Plus Belles Appellations : sélection Côte-Rotie	24	-	|accueil|vin	https://www.vinatis.com/achat-vin-rhone-cote-rotie?slide=1330	
achat-vin-bourgogne-bourgogne-AOC	Les appellations régionales de Bourgogne	26	-	|accueil|vin|vins de bourgogne	https://www.vinatis.com/achat-vin-bourgogne-bourgogne-AOC	
achat-vin-grande-cave-saint-estephe	APPELLATION SAINT-ESTEPHE	21	-	|accueil|achat vins en ligne au meilleur prix : rdv dans la grande cave !	https://www.vinatis.com/achat-vin-grande-cave-saint-estephe	
achat-vin-pomerol	Pomerol	18	-	|accueil|vin	https://www.vinatis.com/achat-vin-pomerol	
achat-vin-jura	Vins du Jura	21	-	|accueil|vin|autres régions	https://www.vinatis.com/achat-vin-jura	
achat-vin-sauternes	Sauternes	16	-	|accueil|vin	https://www.vinatis.com/achat-vin-sauternes	
achat-vin-marsannay	Marsannay	4	-	|accueil|vin	https://www.vinatis.com/achat-vin-marsannay	
achat-vin-usa	Sélection Vins Californiens	18	-	|accueil|vin|vins du monde	https://www.vinatis.com/achat-vin-usa	
achat-vins-portugal	Vins du Portugal	11	-	|accueil|vin|vins du monde	https://www.vinatis.com/achat-vins-portugal	
achat-vin-chili	Sélection Vins Chiliens	10	-	|accueil|vin|vins du monde	https://www.vinatis.com/achat-vin-chili	
achat-vin-cotes-du-jura	Côtes du Jura	8	-	|accueil|vin	https://www.vinatis.com/achat-vin-cotes-du-jura	
achat-vins-monde-californie-vins-blancs	Sélection vins blancs Californiens	3	-	#	https://www.vinatis.com/achat-vins-monde-californie-vins-blancs	
achat-vins-monde-californie-vins-rouges	Sélection Vins Rouges Californiens	9	-	#	https://www.vinatis.com/achat-vins-monde-californie-vins-rouges	
achat-vin-chili-vins-blancs	Ma selection	2	-	|accueil|vin|vins du monde|chili	https://www.vinatis.com/achat-vin-chili-vins-blancs	
achat-vin-chili-vin-rouges	Ma selection	8	-	|accueil|vin|vins du monde|chili	https://www.vinatis.com/achat-vin-chili-vin-rouges	
